,CampaignURL,SportName,City,State,Country,TeamOrAthlete,language,FundsRaisedPercent,PERSON_Entity,ORG_Entity,PRODUCT_Entity,EVENT_Entity,MONEY_Entity,DATE_Entity,TIME_Entity,GPE_Entity,LOC_Entity,NORP_Entity,IsSuccess
289,https://sportfunder.com/takkhunnwang/21759,Tennis,Paris,France,,teams,en,0,"Tak Khunn (PERSON), Runner (PERSON), Runner (PERSON), Rabat (PERSON), Michael Lammer (PERSON), Jean-Alexis (PERSON), Bernard MONTALVAN (PERSON), Mickael DUBECQ / Julien LECERF (PERSON), ATP Top (PERSON), ","Ranking / Classement ATP (ORG), N42
Tennis Club (ORG), Essonne (ORG), Koksjide / Belgium - 10 (ORG), Koksjide / Belgium - 10 (ORG), Trichy / India - 10 (ORG), Brussel / Belgium - 10 (ORG), Aarhus / Denmark - 10 (ORG), Sheik / Egypt - 10 (ORG), Jordan THOMAS & Emmanuel (ORG), Manu HEUSSNER
Medical (ORG), Physiotherapist / Kinésithérapeute (ORG), ITF (ORG), Remporter (ORG), Reincorporate (ORG), Grand Chelem
Ambition
Incorporate (ORG), ",,"Grand Slams / Disputer (EVENT), ","500
Objective #2 (MONEY), ","1088 (DATE), 2002 (DATE), 2007 (DATE), 2010 (DATE), 2014 (DATE), Season 2015 (DATE), ",,,"A.S. Corbeil (GPE), France (GPE), Match Record (FAC), Barcelona (GPE), Spain (GPE), Sharm el (GPE), Grand Chelem (GPE), ","French (NORP), ",0
292,https://sportfunder.com/syaquarius/29894,Rowing,Palma,Balearic Islands,Spain,teams,en,0,,"BIG (ORG), ",,,,"the season (DATE), a season (DATE), year (DATE), ",,,,,0
293,https://sportfunder.com/northflaglerwildcats/31173,Football,Palm Coast,Florida,United States,teams,en,0,"North Flagler Wildcats (PERSON), North Flagler Wildcats (PERSON), ","The North Flagler Wildcats (ORG), BIG (ORG), the North Flagler Wildcats (ORG), ",,,,"the upcoming season (DATE), the season (DATE), ",,,"Flagler County (GPE), Fl (GPE), ",,0
294,https://sportfunder.com/americansamoawomensbeachhandballteam/30896,HandBall,Pago Pago,Eastern District,American Samoa,teams,en,0,,"The American Samoa Women's (ORG), Beach Handball Team (ORG), American Samoa Women's (ORG), Beach Handball Team (ORG), American Samoa (ORG), American Samoa Women's (ORG), Beach Handball Team (ORG), BIG (ORG), the American Samoa Women's (ORG), Beach Handball Team (ORG), ",,"Olympics (EVENT), ","approximately $3000 (MONEY), ","2024 (DATE), the season (DATE), a season (DATE), year (DATE), ",,,,,0
295,https://sportfunder.com/breakerband/40438,Marching Band,Pacific Grove,California,United States,athletes,en,72,"Deena Hakim (PERSON), ","Breaker (ORG), ",,,,,,,"Breaker Stadium (FAC), ",,0
296,https://sportfunder.com/moheabeid/31545,Tennis,Pécs,Hungary,,teams,en,1,,,,,,"today (DATE), ",,,"Moheab (GPE), Jordan (GPE), Pecs (GPE), Hungary (GPE), ",,0
297,https://sportfunder.com/marikakay/8242,Rowing,Ottawa,Ontario,Canada,teams,en,131,"Luck (PERSON), ","the World University Rowing Championships (ORG), the Barrie Rowing Club (ORG), the University of Ottawa (ORG), Ottawa Rowing Club and University of Ottawa (ORG), uOttawa (ORG), the Under 23 National Team (ORG), uOttawa (ORG), the Provincial and National Championships (ORG), the Under 23 Trials (ORG), National Team (ORG), the Senior National Team (ORG), ",,"World University Rowing Canadian Team (EVENT), ",,"July of 2008 (DATE), 2011 (DATE), 2012 (DATE), the season (DATE), the present day (DATE), 2013 (DATE), 2014 (DATE), 2014 (DATE), this September (DATE), years (DATE), ",,,"Alliston (GPE), Canada (GPE), Canada (GPE), USA (GPE), Ottawa (GPE), Gravelines (GPE), France (GPE), Canada (GPE), ",,1
298,https://sportfunder.com/ottawaeliteu17team/23455,Basketball,Ottawa,Ontario,CA,teams,en,113,"Dave Quinn (PERSON), Lloyd Pandi (PERSON), Lloyd Pandi (PERSON), Owen Boisvert (PERSON), Alston Harris (PERSON), Devin Miron (PERSON), Danny Lukusa (PERSON), Jevon Westcarth (PERSON), Longfields Davidson (PERSON), Lloyd Pandi (PERSON), Jackson Bayles (PERSON), Patrick Mpoyi (PERSON), Longfields Davidson (PERSON), Owen Boisvert (PERSON), David Quinn (PERSON), Louis Riel (PERSON), Willem Gooderham (PERSON), Sacred Heart (PERSON), Youssef Fahmani (PERSON), Khaleem Sarazin (PERSON), Louis Riel (PERSON), Balsha Vukovic (PERSON), Glebe Collegiate (PERSON), Ben Ghebrekidan (PERSON), Eugene Kanku (PERSON), JamFest (PERSON), Adidas Invitational (PERSON), Fab48 (PERSON), ","www.oyba.org (ORG), the Ontario Basketball Association (ORG), the U17 National Championships (ORG), Stittsville (ORG), QC (ORG), Immaculata (ORG), Ashbury College (ORG), Ashbury College (ORG), Immaculata (ORG), The OTTAWA ELITE Capitals (ORG), CYBL (ORG), AAU (ORG), NCAA (ORG), CIS (ORG), HoopGroup Fall Jamfest (ORG), NY (ORG), NEED (ORG), OTTAWA (ORG), Ontario/Quebec/U.S (ORG), ",,,"40,000.00 (MONEY), ","our third year (DATE), last year (DATE), last summer (DATE), This year (DATE), This year (DATE), Sept-June (DATE), 9) weekend (DATE), the year (DATE), ",,,"the Ottawa Youth Basketball Academy (FAC), Eastern Ontario (GPE), Ontario (GPE), Canada (GPE), Halifax (GPE), NS (GPE), the City of Ottawa (GPE), Rockland (GPE), Gatineau (GPE), Brockville (GPE), St. Patrick (GPE), St. Patrick (GPE), U.S. (GPE), New Jersey (GPE), Pittsburgh (GPE), Indianapolis (GPE), Las Vegas (GPE), Ottawa (GPE), ","Canadian (NORP), Canadian (NORP), Saratoga (NORP), ",1
299,https://sportfunder.com/ottawafightfitness/10758,Muay Thai,OTTAWA,ONTARIO,CANADA,teams,en,84,"Muay Thai (PERSON), ",,,,,"3600 (DATE), the weekend (DATE), ","those extra hours (TIME), ",,"Ottawa (GPE), Oklahoma (GPE), Canada (GPE), USA (GPE), Mexico (GPE), ",,0
300,https://sportfunder.com/ottawageegeesmensbaseball/1450,,Ottawa,Ontario ,Canada,,en,0,,"Men’s Baseball Club (ORG), the National Capital (ORG), the University of Ottawa (ORG), Men’s Baseball Club (ORG), ",,"the National Championship (EVENT), the National Championship (EVENT), ",,"weekend (DATE), each year (DATE), years (DATE), ","weeknight (TIME), ",,"Ottawa (GPE), Ottawa (GPE), Canada (GPE), Montreal (GPE), ",,0
301,https://sportfunder.com/brazilbound/17113,Kayaking,Ottawa,Ontario,Canada,teams,en,0,"Canoe Slalom (PERSON), ",,,"Olympics (EVENT), ","3000 (MONEY), 5000 (MONEY), ",,,,"Canada (GPE), Brazil (GPE), Brazil (GPE), Canada (GPE), Brazil (GPE), ",,0
304,https://sportfunder.com/billvanlieshouttennisclassic/30877,Tennis,Oshkosh,Wisconsin,United States,teams,en,0,"Bill Van Lieshout (PERSON), Bill (PERSON), Oshkosh North High school (PERSON), Bill (PERSON), Bill (PERSON), Sandy (PERSON), Bill (PERSON), Oshkosh (PERSON), Oshkosh North (PERSON), Bill (PERSON), Oshkosh North (PERSON), ","Merrill Middle School (ORG), Lawrence University (ORG), the Oshkosh Tennis Association Program (ORG), Oshkosh North High School (ORG), ",,"the Bachman-Laing (EVENT), ","20,000 (MONEY), ","June 16th, 2011 (DATE), 30 years (DATE), 27 years (DATE), 1990 (DATE), summer (DATE), the early 2000s (DATE), years (DATE), 4-8 years (DATE), ",,,"Oshkosh (GPE), Wisconsin (GPE), Appleton (GPE), the Oshkosh North High School (FAC), the Oshkosh North (FAC), ",,0
305,https://sportfunder.com/chrisgreen/29442,Hockey,Oromocto,New Brunswick,Canada,teams,en,6,"Montreal Meltdown (PERSON), Montreal QC (PERSON), Moncton NB (PERSON), ","Halifax NS (ORG), PEI (ORG), NB ICE (ORG), NS Stars (ORG), ESPECIALLY (ORG), ",,"Oyster Cup (EVENT), ",,"my spring hockey season (DATE), this year (DATE), May 2019 (DATE), 17-19 (DATE), May 2019 (DATE), 3-5 (DATE), May 2019 (DATE), 2019 (DATE), the last couple of years (DATE), this awesome spring season (DATE), 2008 (DATE), 2nd (DATE), My spring season (DATE), daily (DATE), ",,,"East Coast Ice Battle (LOC), Montreal (GPE), ","Adian (NORP), ",0
306,https://sportfunder.com/topselectboys16royal/29416,Volleyball,Orlando,Florida,United States,teams,en,58,,"Junior National Championships (ORG), ",,,,"2019 (DATE), this summer (DATE), ","5 minutes (TIME), ",,"Dallas (GPE), Texas (GPE), ",,0
307,https://sportfunder.com/south-sideshooters/28375,Basketball,Orlando,Florida,United States,teams,en,0,"Primary (PERSON), ","The South-Side Shooters (ORG), the AAU National Championship (ORG), FL (ORG), BIG (ORG), the South-Side Shooters (ORG), ",,,,"the ages of 6 to 14 (DATE), the season (DATE), a season (DATE), year (DATE), ",,,"Orlando (GPE), Athletes (GPE), S3-South-Side Shooters (LOC), ","South-Side Shooters (NORP), ",0
308,https://sportfunder.com/jamesmoler/30651,Mixed Martial Arts,Orlando,Florida,United States,teams,en,0,"James Moler (PERSON), gambeson (PERSON), ","FL (ORG), the Armored Combat League (ORG), the Armored Combat League (ORG), the Orlando Black Knights (ORG), AX & Buckler Shield (ORG), ",,,"at least $2800 (MONEY), about $220 (MONEY), ","today (DATE), June (DATE), ",,,"Orlando (GPE), USA (GPE), ",,0
311,https://sportfunder.com/teamcharles/1621,Boxing,Orangeville,Ontario,Canada,teams,en,22,"Team Charles (PERSON), Team Charles (PERSON), Team Charles of The Boxing Ontario (PERSON), ","Chelsea Charles & Owen Charles (ORG), Team Ontario (ORG), Canadian Junior & Youth Nationals (ORG), Olympic Gold Medalists (ORG), Chelsea Charles & Owen Charles (ORG), Team Ontario (ORG), Canadian Junior & Youth Nationals (ORG), Olympic Gold Medalists (ORG), Boxing Canada (ORG), Boxing Canada (ORG), Canadian Junior/Youth National Championships (ORG), Canadian National Champions (ORG), ",,,,"2015 (DATE), January 2015 (DATE), 2015 (DATE), January 2015 (DATE), the week long (DATE), this year (DATE), the entire week (DATE), 2015 (DATE), ",,,"Quebec (GPE), Ontario (GPE), Canada (GPE), Quebec (GPE), Ontario (GPE), Canada (GPE), Boxing Ontario (GPE), Canada (GPE), Boxing Ontario (GPE), Canada (GPE), Canada (GPE), Canada (GPE), ","Canadian (NORP), Canadian (NORP), Canadian (NORP), ",0
312,https://sportfunder.com/teamcharles/16249,Boxing,Orangeville,Ontario,Canada,teams,en,3,"Team Charles (PERSON), Team Charles of The Boxing Ontario (PERSON), ","Chelsea Charles & Owen Charles (ORG), Team Ontario (ORG), Canadian Junior & Youth Nationals (ORG), Olympic Gold Medalists (ORG), Boxing Canada (ORG), Boxing Canada (ORG), Canadian Junior/Youth National Championships (ORG), Canadian National Champions (ORG), ",,,,"2015 (DATE), January 2015 (DATE), the week long (DATE), this year (DATE), the entire week (DATE), 2015 (DATE), ",,,"Quebec (GPE), Ontario (GPE), Canada (GPE), Boxing Ontario (GPE), Canada (GPE), Boxing Ontario (GPE), Canada (GPE), Canada (GPE), Canada (GPE), ","Canadian (NORP), Canadian (NORP), ",0
313,https://sportfunder.com/futsalgorovo/31004,Futsal,Opatija,Primorsko-goranska županija,Hrvatska,athletes,en,0,"The Futsal Gorovo (PERSON), Opatija (PERSON), Futsal Gorovo (PERSON), Opatija (PERSON), Futsal Gorovo (PERSON), Opatija (PERSON), ","BIG (ORG), Academy (ORG), Liburnia Futsal Cup (ORG), ",,,,"the season (DATE), a season (DATE), year (DATE), 4 to 7 years old (DATE), every January for last 10 years (DATE), last 6 years (DATE), 4 to 7 years (DATE), ",,,"Croatia (GPE), Croatia (GPE), the Futsal Gorovo (FAC), ","Croatian (NORP), Croatian (NORP), ",0
315,https://sportfunder.com/regals_lax/31181,Lacrosse,Omaha,Nebraska,United States,teams,en,12,"Alex Myhre (PERSON), ","The Ralston Regals (ORG), the Interstate Box Lacrosse Association (ORG), IBLA (ORG), IBLA (ORG), Ralston Regals (ORG), ",,,"42 (MONEY), ","years (DATE), 2019 (DATE), this season (DATE), ",,,"Omaha (GPE), Nebraska (GPE), Nebraska (GPE), ",,0
316,https://sportfunder.com/haileycarey/30872,Volleyball,Olympia,Washington,United States,teams,en,30,"Hailey Carey (PERSON), ",,,,,"today (DATE), ",,,"Olympia (GPE), WA (GPE), ",,0
317,https://sportfunder.com/norbeckhillsswimteam/29401,Swimming,Olney,Maryland,United States,teams,en,8,,"BIG (ORG), ",,,,"2019 swim season (DATE), 3-18 years old (DATE), ",,,"Norbeck Hills Swim Team (FAC), ",,0
318,https://sportfunder.com/rogueracingclub/28047,Swimming,Olds,Alberta,Canada,teams,en,0,,"The Rogue Racing Club (ORG), Rogue Racing Club (ORG), Rogue Racing Club (ORG), BIG (ORG), the Rogue Racing Club (ORG), ",,,,"May to Mid August (DATE), 40 years (DATE), ",,,"Olds (GPE), Olds (GPE), ",,0
319,https://sportfunder.com/jonpoteet/27573,Baseball,Olathe,Kansas,United States,teams,en,114,,"Jon & Jessica Poteet (ORG), ",,,"3,500 (MONEY), ","more than 10 years (DATE), 10 years (DATE), a season (DATE), ",,,"KC Metro (FAC), ",,1
320,https://sportfunder.com/dsaokcjudo/40338,Judo,Oklahoma City,Oklahoma,United States,teams,en,2,"Dove Schools (PERSON), Jigoro Kano (PERSON), Kano (PERSON), Judo (PERSON), ",,,,,"the 21st century (DATE), 1882 (DATE), 2018-2019 (DATE), a couple of years (DATE), ",,,"Japan (GPE), ","Japanese (NORP), ",0
321,https://sportfunder.com/apexskillscamp/31894,Cheerleading,Oklahoma,United States,,teams,en,2,"Apex Skills Camp (PERSON), ","BIG (ORG), ",,,,"2023 (DATE), ",,,"Apex Skills Camp (FAC), Apex Skills Camp (FAC), Oklahoma (GPE), the Apex Skills Camp (FAC), ",,0
322,https://sportfunder.com/alexpoinar/21501,Brazilian Jiu-Jitsu,Ohio,United States,United States,teams,en,100,"Alex Poinar (PERSON), Jiu Jitsu (PERSON), Runner Up (PERSON), Buckeye Border Champion (PERSON), Jiu Jitsu (PERSON), Twitter (PERSON), ","Mixed Martial Arts (ORG), National (ORG), Jr Olympic Champion (ORG), AAU (ORG), USTU (ORG), Ohio High School National Team (ORG), Wrestler (ORG), The University of Mount Union (ORG), IBJJF Chicago International Champion (ORG), NAGA Columbus Champion (ORG), OGC State Champion (ORG), Grapplers Quest Columbus Intermediate Champion (ORG), Cle-LAX - $350
 (ORG), ","Car Rental (PRODUCT), ","IBJJF World Championships (EVENT), World Championship (EVENT), ","350 (MONEY), 10 (MONEY), 25 (MONEY), 50 (MONEY), ","the past 17 years (DATE), 2012 (DATE), 2013 (DATE), 2010 (DATE), 2012 (DATE), 2013 (DATE), 2013 (DATE), 2015 (DATE), the last two years one (DATE), this year (DATE), the year (DATE), This years (DATE), May 27-31st (DATE), 6-7 days (DATE), 4 days (DATE), the last ten (DATE), ","under two minutes (TIME), ",,"New York (GPE), Mat Kumite (GPE), Long Beach (GPE), California (GPE), the Walter Pyramid (FAC), Long Beach (GPE), ","Brazilian (NORP), American (NORP), ",1
323,https://sportfunder.com/angelahill/29446,Cheerleading,Ohio,United States,,teams,en,0,"Angela Hill (PERSON), ","Upward Cheer (ORG), IL (ORG), ",,,,"2014 (DATE), the span of 2 years (DATE), 2 years (DATE), ",,,"Ohio (GPE), Chicago (GPE), ",,0
324,https://sportfunder.com/tbteam/31197,Baseball,Ohio,United States,,teams,en,0,"Tuscarawas Valley BaseBall (PERSON), Tuscarawas Valley BaseBall (PERSON), ","The Tuscarawas Valley BaseBall (ORG), Tuscarawas Valley High School (ORG), Team (ORG), BIG (ORG), the Tuscarawas Valley BaseBall (ORG), ",,,,"the season (DATE), a season (DATE), year (DATE), ",,,,,0
325,https://sportfunder.com/centralminnesotapsychopaths/25933,Football,Ogilvie,Minnesota,United States,teams,en,0,"Psychopaths (PERSON), ",,,,,"the season (DATE), the season (DATE), ",,,"Central Minnesota (LOC), ",,0
326,https://sportfunder.com/vladimirostziortzi/29316,Automobile Racing,Λευκωσία,Λευκωσία,Κύπρος,teams,en,0,"Vladimiros Tziortzis (PERSON), Twitter (PERSON), Youtube (PERSON), ","Formula (ORG), Formula 1 (ORG), Formula 4 (ORG), Formula Renault Eurocup (ORG), Formula 1 (ORG), Vladimiros (ORG), HUGE (ORG), Vladimiros (ORG), Vladimiros (ORG), Vladimiros (ORG), Vladimiros (ORG), ","Formula 1 (PRODUCT), Cyprus (PRODUCT), Cyprus (PRODUCT), Vladimiros (PRODUCT), Vladimiros (PRODUCT), Vladimiros (PRODUCT), Vladimiros (PRODUCT), ","the Formula Series (EVENT), ","50000 (MONEY), ","five years old (DATE), this year (DATE), this year (DATE), two years (DATE), 2019 (DATE), 2019 (DATE), ","3 Asian Series (TIME), ",,"Europe (LOC), Russia (GPE), Malaysia (GPE), China (GPE), ",,0
327,https://sportfunder.com/lydiakanellopoulou/29855,Pole Sport,Ελλάδα,,,athletes,en,100,"Lydia Kanellopoulou (PERSON), Novice (PERSON), ","the World Pole Sport Championship 2019 (ORG), ",,,,"15 years old (DATE), last year (DATE), 2018 (DATE), 2019 (DATE), two years (DATE), 15-17 (DATE), October 2019 (DATE), today (DATE), ",,,"Greece (GPE), Tarragona (GPE), Spain (GPE), Montreal (GPE), Canada (GPE), ","Hellenic (NORP), ",1
329,https://sportfunder.com/malionsportsclub/27520,Karate,Ελλάδα,,,teams,en,0,"helo (PERSON), flora malli (PERSON), Milos (PERSON), ","BIG (ORG), ",,,,,,,"Greece (GPE), ",,0
331,https://sportfunder.com/lenameidanifossen/29610,,Ελάτεια,Ελλάδα,,,en,42,"Lena Meidani (PERSON), Novice Elite and Junior Elite (PERSON), ","the World Aerial Sports Championships (ORG), International Pole Sport Federation (ORG), the Hellenic Pole Sports Federation (ORG), World (ORG), ",,,,"October 2019 (DATE), This year (DATE), ",,,"Montreal (GPE), Canada (GPE), Greece (GPE), ","Greek (NORP), ",0
332,https://sportfunder.com/ektoras/30991,Kart Racing,Αθήνα,Ελλάδα,,teams,en,0,"Kart Racing (PERSON), ",,,,,"6 years old (DATE), 4 (DATE), today (DATE), ",,,"Athens (GPE), Greece (GPE), ",,0
333,https://sportfunder.com/oceansidechiefs/27944,Rugby,Oceanside,California,United States,teams,en,34,,"the San Diego Old Aztecs (ORG), Oceanside Chiefs (ORG), The Oceanside Chiefs (ORG), the Chiefs (ORG), Men’s Club Division III National Championship (ORG), the Chiefs (ORG), The Oceanside Chiefs (ORG), BIG (ORG), The Oceanside Chiefs (ORG), the Men’s Division II National Title (ORG), ",,"National Championship (EVENT), ","approximately $6,000-$9,000 (MONEY), ","next season (DATE), next season (DATE), Seven’s season (DATE), 2 weeks (DATE), 2012 (DATE), their first year (DATE), a season (DATE), annual (DATE), 40+ years (DATE), May 19-20 (DATE), ",,,"Southern California (LOC), the San Diego Area (LOC), San Diego (GPE), Fort Worth (GPE), Texas (GPE), the Western Regional Championships (LOC), Glendale (GPE), Colorado (GPE), ",,0
334,https://sportfunder.com/irinasokolova/28278,Football,Obninsk,Kaluga Oblast,Russia,teams,en,0,,"the Cyborg Obninsk American Football Team (ORG), Paderki-Vasyuki (ORG), the Institute of Energy (ORG), Cyborg (ORG), the Federation of American Football (ORG), Marshall University Football Team (ORG), ",,,,"April 12, 2015 (DATE), the winter (DATE), the summer season of 2019 (DATE), May 1, 1988 (DATE), 2005 (DATE), 2009 (DATE), 2015 (DATE), almost a decade (DATE), years (DATE), ",,,"Russia (GPE), Russia (GPE), Kirov (GPE), ","American (NORP), American (NORP), Russian (NORP), American (NORP), Kaluga (NORP), ",0
336,https://sportfunder.com/tomasi/30878,Rugby,Nuku'alofa,Tongatapu,Tonga,teams,en,0,,"Rugby (ORG), Coach (ORG), ",,,,"today (DATE), ",,,"Tomasi (GPE), Nukuʻalofa (GPE), Tonga (GPE), ",,0
337,https://sportfunder.com/tomasi/31005,Rugby,Nuku'alofa,Tongatapu,Tonga,teams,en,0,,"Rugby (ORG), ",,,,"today (DATE), ",,,"Tomasi (GPE), Nuku'alofa (GPE), Tongatapu (GPE), Tonga (GPE), ",,0
338,https://sportfunder.com/beachteammkcom/28666,Beach Volleyball,Novi Sad,Novi Sad,Serbia,teams,en,19,"Djordje (PERSON), Milos Milic (PERSON), Milos (PERSON), FIVB (PERSON), ","Milic/Klasnic (ORG), FIVB World Tour (ORG), Champion of Serbia (ORG), EUR (ORG), ",,"Olympics (EVENT), Olympic (EVENT), ",,"2019 (DATE), 2020 (DATE), 2020 (DATE), the end of the next season (DATE), 23 years old (DATE), more then 15 years (DATE), 2017 (DATE), 2017 (DATE), three consecutive years (DATE), 26 years old (DATE), more then 16 years (DATE), more then 7 years (DATE), 2018 (DATE), 2018 (DATE), ",,,"Serbia (GPE), Tokyo (GPE), Serbia (GPE), Tokyo (GPE), Serbia (GPE), Serbia (GPE), Tokyo (GPE), ","Serbian (NORP), Balkan (NORP), Balkan (NORP), Balkan (NORP), European (NORP), Serbian (NORP), ",0
339,https://sportfunder.com/beachteammkcom/30658,Beach Volleyball,Novi Sad,Novi Sad,Serbia,teams,en,10,"Djordje (PERSON), Milos Milic (PERSON), Milos (PERSON), FIVB (PERSON), ","Milic/Klasnic (ORG), World Tour (ORG), the World Tour (ORG), Champion of Serbia (ORG), Champion of Serbia (ORG), EUR (ORG), ","Word (PRODUCT), ","Olympics (EVENT), Olympic (EVENT), ",,"2020 (DATE), 2021 (DATE), 2019 (DATE), our first year (DATE), 23 years old (DATE), more then 15 years (DATE), 2017 (DATE), 2017 (DATE), 2019 (DATE), four consecutive years (DATE), 26 years old (DATE), more then 16 years (DATE), more then 7 years (DATE), 2018 (DATE), 2019 (DATE), 2018 (DATE), 2019 (DATE), ",,,"Tokyo (GPE), Serbia (GPE), Tokyo (GPE), Japan (GPE), Hungary (GPE), Switzerland (GPE), Czech Republic (GPE), Poland (GPE), Serbia (GPE), Serbia (GPE), Tokyo (GPE), ","Serbian (NORP), Balkan (NORP), Balkan (NORP), European (NORP), Serbian (NORP), ",0
340,https://sportfunder.com/vukradovanovi%C4%8798/27477,Canoeing,Novi Sad,Serbia,,teams,en,0,"Vuk Radovanović (PERSON), ",,,"the European Championship (EVENT), World Championship (EVENT), World Championship (EVENT), ",,"19 years old (DATE), this season (DATE), Last season (DATE), this year (DATE), the February of 2018 (DATE), the next season (DATE), February (DATE), ","2,8 seconds (TIME), ",,"Plovdiv (GPE), Bulgaria (GPE), KL2 (GPE), Serbia (GPE), ","Czech (NORP), European (NORP), ",0
342,https://sportfunder.com/nadiaritzmann/31083,Surfing,Nosara,Guanacaste Province,Costa Rica,teams,en,0,"Nadia Ritzmann (PERSON), ",,,"the Swiss Championship of Surfing (EVENT), ",,"31 year old (DATE), year (DATE), today (DATE), ",,,"Switzerland (GPE), Costa Rica (GPE), Costa Rica (GPE), Spain (GPE), ",,0
343,https://sportfunder.com/beckfamilyracing/22424,Triathlon,Norwich,Norwich,Norfolk,teams,en,2,"Nicole (PERSON), Danny Beck (PERSON), Nicole (PERSON), Danny (PERSON), Danny (PERSON), Danny (PERSON), Nicole (PERSON), the Kalmar Ironman (PERSON), Danny (PERSON), Nicole (PERSON), Danny (PERSON), Alistair (PERSON), Jonny Brownlee (PERSON), GB Tri (PERSON), Bike Box (PERSON), Danny (PERSON), Nicole (PERSON), ","the Dambuster Triathlon (ORG), Olympic Distance Triathlon (ORG), the Isaac Newton School (ORG), University (ORG), chrisjbeck.17@gmail.com (ORG), ",,"the World Championships (EVENT), the 2016 (EVENT), Olympics (EVENT), ","265 (MONEY), £160 
Food & Accommodation (MONEY), 120 (MONEY), 2,500 (MONEY), 5000 (MONEY), ","21st June (DATE), 17 (DATE), 21 (DATE), last year (DATE), September (DATE), 5 nights (DATE), ",,,"Great Britain (GPE), Chicago (GPE), GB (GPE), Norwich (GPE), Sweden (GPE), Chicago (GPE), Chicago (GPE), Chicago (GPE), ",,0
344,https://sportfunder.com/warhawksbaseball/29893,Baseball,Norwalk,Ohio,United States,teams,en,0,,"The Firelands Area Baseball Program (ORG), Firelands Warhawk Baseball Organization (ORG), BIG (ORG), POWERFUL (ORG), the Warhawks Baseball (ORG), ",,,"over $19,000 (MONEY), less than $150.00 (MONEY), ","2018 (DATE), 2019 (DATE), the past 10 months (DATE), year (DATE), ",,,,,0
345,https://sportfunder.com/kumakechjames/26738,Football,Northern Region,Uganda,,teams,en,1,"The Kumakech James (PERSON), Kumakech James (PERSON), Kumakech James (PERSON), the Kumakech James (PERSON), ","BIG (ORG), ",,,,"the season (DATE), a season (DATE), year (DATE), ",,,,,0
346,https://sportfunder.com/averybellas_/40603,Gymnastics,North Wales,Pennsylvania,United States,teams,en,350,"Avery Bellas (PERSON), ","Gymnastics (ORG), ",,,,"today (DATE), ",,,"North Wales (GPE), Pennsylvania (GPE), United States (GPE), ",,1
347,https://sportfunder.com/emmaweiss_/39453,Gymnastics,North Wales,Pennsylvania,United States,teams,en,215,"Emma Weiss (PERSON), ","Gymnastics (ORG), ",,,,"today (DATE), ",,,"Hatfield (GPE), PA (GPE), USA (GPE), ",,1
348,https://sportfunder.com/gracedakuginow/39454,Gymnastics,North Wales,Pennsylvania,United States,teams,en,200,,"Grace Dakuginow (ORG), Gymnastics (ORG), ",,,,"today (DATE), ",,,"North Wales (GPE), Pennsylvania (GPE), United States (GPE), ",,1
349,https://sportfunder.com/audrinaluchinolorentz_/39458,Gymnastics,North Wales,Pennsylvania,United States,teams,en,170,,"Gymnastics (ORG), ",,,,"today (DATE), ",,,"Audrina (GPE), Harleysville (GPE), PA (GPE), USA (GPE), ","Luchino (NORP), ",1
350,https://sportfunder.com/averybellas_/40603,Gymnastics,North Wales,Pennsylvania,United States,teams,en,350,"Avery Bellas (PERSON), ","Gymnastics (ORG), ",,,,"today (DATE), ",,,"North Wales (GPE), Pennsylvania (GPE), United States (GPE), ",,1
351,https://sportfunder.com/emmaweiss_/39453,Gymnastics,North Wales,Pennsylvania,United States,teams,en,215,"Emma Weiss (PERSON), ","Gymnastics (ORG), ",,,,"today (DATE), ",,,"Hatfield (GPE), PA (GPE), USA (GPE), ",,1
352,https://sportfunder.com/gracedakuginow/39454,Gymnastics,North Wales,Pennsylvania,United States,teams,en,200,,"Grace Dakuginow (ORG), Gymnastics (ORG), ",,,,"today (DATE), ",,,"North Wales (GPE), Pennsylvania (GPE), United States (GPE), ",,1
353,https://sportfunder.com/audrinaluchinolorentz_/39458,Gymnastics,North Wales,Pennsylvania,United States,teams,en,170,,"Gymnastics (ORG), ",,,,"today (DATE), ",,,"Audrina (GPE), Harleysville (GPE), PA (GPE), USA (GPE), ","Luchino (NORP), ",1
354,https://sportfunder.com/mariahbradley_/39460,Gymnastics,North Wales,Pennsylvania,United States,teams,en,100,"Mariah Bradley (PERSON), ","Spirit Gymnastics (ORG), ",,,,"today (DATE), ",,,,,1
355,https://sportfunder.com/kaitlyndugan_/39465,Gymnastics,North Wales,Pennsylvania,United States,teams,en,100,"Kaitlyn Dugan (PERSON), ","Gymnastics (ORG), ",,,,"today (DATE), ",,,"North Wales (GPE), PA (GPE), USA (GPE), ",,1
356,https://sportfunder.com/spiritgymnastics/31223,Gymnastics,North Wales,Pennsylvania,United States,teams,en,119,,"Spirit Gymnastics (ORG), ",,,,"today (DATE), ",,,,,1
357,https://sportfunder.com/bhadradhinesh_/31484,Gymnastics,North Wales,Pennsylvania,United States,teams,en,10,"Bhadra Dhinesh (PERSON), ","Gymnastics (ORG), ",,,,"today (DATE), ",,,"North Wales (GPE), PA (GPE), USA (GPE), ",,0
